x,y,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,LOCAL_YEAR,MIN_TEMPERATURE,LOCAL_MONTH,ID,MAX_TEMPERATURE,STATION_NAME,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,LOCAL_DATE,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG
-79.4,43.666666666666664,,3,6158355,,8.2,,49,,,ON,2021,6.4,11,6158355.2021.11.12,13.1,TORONTO CITY,,,,9.8,86,M,0,,12,M,,,2021-11-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,12.1,,52,,,ON,2021,4,11,6158355.2021.11.13,7.8,TORONTO CITY,,,,5.9,78,M,0,,13,M,,,2021-11-13 00:00:00,,,,,
-79.4,43.666666666666664,,9.4,6158355,,14.2,,65,,,ON,2021,2,11,6158355.2021.11.14,5.6,TORONTO CITY,,,,3.8,93,M,0,,14,M,,,2021-11-14 00:00:00,,,,,
-79.4,43.666666666666664,,0.7,6158355,,14.4,,56,,,ON,2021,1.3,11,6158355.2021.11.15,5.9,TORONTO CITY,,,,3.6,92,M,0,,15,M,,,2021-11-15 00:00:00,,,,,
-79.4,43.666666666666664,M,,6158355,,,,,,M,ON,2021,,11,6158355.2021.11.16,,TORONTO CITY,M,,M,,,M,,M,16,M,,,2021-11-16 00:00:00,M,M,M,,
-79.4,43.666666666666664,,0.9,6158355,,8.2,,68,,,ON,2021,3.6,11,6158355.2021.11.17,16.1,TORONTO CITY,,,,9.8,89,M,0,,17,M,,,2021-11-17 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,1,9.5,,48,,,ON,2021,2.4,11,6158355.2021.11.18,14.5,TORONTO CITY,,,,8.5,93,M,0,,18,M,,,2021-11-18 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,14,,36,,,ON,2021,1.6,11,6158355.2021.11.19,6.4,TORONTO CITY,,,,4,75,M,0,,19,M,,,2021-11-19 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,1,13.8,,56,,,ON,2021,1.5,11,6158355.2021.11.20,6.8,TORONTO CITY,,,,4.2,73,M,0,,20,M,,,2021-11-20 00:00:00,,,,,
-79.4,43.666666666666664,,3.4,6158355,0,12.4,,66,,,ON,2021,2.5,11,6158355.2021.11.21,8.6,TORONTO CITY,,,,5.6,92,M,0,,21,M,,,2021-11-21 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,16,,48,,,ON,2021,-0.9,11,6158355.2021.11.22,4.9,TORONTO CITY,,,,2,77,M,0,,22,M,,,2021-11-22 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,17,,44,,,ON,2021,-1.9,11,6158355.2021.11.23,4,TORONTO CITY,,,,1,82,M,0,,23,M,,,2021-11-23 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,,14.5,,56,,,ON,2021,-1.1,11,6158355.2021.11.24,8,TORONTO CITY,,,,3.5,79,M,0,,24,M,,,2021-11-24 00:00:00,,,,,
-79.4,43.666666666666664,,9,6158355,1,11.8,,75,,,ON,2021,4.8,11,6158355.2021.11.25,7.6,TORONTO CITY,,,,6.2,95,M,0,,25,M,,,2021-11-25 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,16.5,,62,,,ON,2021,-1.8,11,6158355.2021.11.26,4.8,TORONTO CITY,,,,1.5,74,M,0,,26,M,,,2021-11-26 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,18.8,,52,,,ON,2021,-3.2,11,6158355.2021.11.27,1.5,TORONTO CITY,,,,-0.8,75,M,0,,27,M,,,2021-11-27 00:00:00,,,,,
-79.4,43.666666666666664,,7.8,6158355,1,19.4,,77,,,ON,2021,-2.8,11,6158355.2021.11.28,-0.1,TORONTO CITY,,,,-1.4,92,M,0,,28,M,,,2021-11-28 00:00:00,,,,,
-79.4,43.666666666666664,,1.3,6158355,9,19.8,,46,,,ON,2021,-4.6,11,6158355.2021.11.29,1.1,TORONTO CITY,,,,-1.8,90,M,0,,29,M,,,2021-11-29 00:00:00,,,,,
-79.4,43.666666666666664,,1.6,6158355,6,17.2,,70,,,ON,2021,-2.1,11,6158355.2021.11.30,3.7,TORONTO CITY,,,,0.8,91,M,0,,30,M,,,2021-11-30 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,14.2,,57,,,ON,2021,1.7,12,6158355.2021.12.1,5.8,TORONTO CITY,,,,3.8,82,M,0,,1,M,,,2021-12-01 00:00:00,,,,,
-79.4,43.666666666666664,,0.7,6158355,0,11.3,,49,,,ON,2021,2.5,12,6158355.2021.12.2,10.8,TORONTO CITY,,,,6.7,94,M,0,,2,M,,,2021-12-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,16.5,,49,,,ON,2021,0.5,12,6158355.2021.12.3,2.6,TORONTO CITY,,,,1.5,64,M,0,,3,M,,,2021-12-03 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,14.9,,44,,,ON,2021,0.7,12,6158355.2021.12.4,5.5,TORONTO CITY,,,,3.1,75,M,0,,4,M,,,2021-12-04 00:00:00,,,,,
-79.4,43.666666666666664,,14.7,6158355,,15.7,,51,,,ON,2021,-0.2,12,6158355.2021.12.5,4.8,TORONTO CITY,,,,2.3,95,M,0,,5,M,,,2021-12-05 00:00:00,,,,,
-79.4,43.666666666666664,,2.5,6158355,1,13.3,,54,,,ON,2021,-0.9,12,6158355.2021.12.6,10.3,TORONTO CITY,,,,4.7,95,M,0,,6,M,,,2021-12-06 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,20.9,,54,,,ON,2021,-5,12,6158355.2021.12.7,-0.7,TORONTO CITY,,,,-2.9,78,M,0,,7,M,,,2021-12-07 00:00:00,,,,,
-79.4,43.666666666666664,,2,6158355,0,21.1,,55,,,ON,2021,-5.2,12,6158355.2021.12.8,-1,TORONTO CITY,,,,-3.1,88,M,0,,8,M,,,2021-12-08 00:00:00,,,,,
-79.4,43.666666666666664,,1.6,6158355,2,19.1,,56,,,ON,2021,-4.3,12,6158355.2021.12.9,2.2,TORONTO CITY,,,,-1.1,94,M,0,,9,M,,,2021-12-09 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,13.8,,71,,,ON,2021,2.2,12,6158355.2021.12.10,6.3,TORONTO CITY,,,,4.2,91,M,0,,10,M,,,2021-12-10 00:00:00,,,,,
-79.4,43.666666666666664,,16.4,6158355,,8.7,,47,,,ON,2021,2.7,12,6158355.2021.12.11,16,TORONTO CITY,,,,9.3,96,M,0,,11,M,,,2021-12-11 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,0,14,,45,,,ON,2021,0.7,12,6158355.2021.12.12,7.2,TORONTO CITY,,,,4,89,M,0,,12,M,,,2021-12-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,11.2,,45,,,ON,2021,3.8,12,6158355.2021.12.13,9.8,TORONTO CITY,,,,6.8,74,M,0,,13,M,,,2021-12-13 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,13.7,,55,,,ON,2021,2.3,12,6158355.2021.12.14,6.3,TORONTO CITY,,,,4.3,80,M,0,,14,M,,,2021-12-14 00:00:00,,,,,
-79.4,43.666666666666664,,1,6158355,0,9.9,,55,,,ON,2021,4.2,12,6158355.2021.12.15,11.9,TORONTO CITY,,,,8.1,80,M,0,,15,M,,,2021-12-15 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,7.7,,40,,,ON,2021,5.5,12,6158355.2021.12.16,15.2,TORONTO CITY,,,,10.3,81,M,0,,16,M,,,2021-12-16 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,14.7,,48,,,ON,2021,0.8,12,6158355.2021.12.17,5.9,TORONTO CITY,,,,3.3,66,M,0,,17,M,,,2021-12-17 00:00:00,,,,,
-79.4,43.666666666666664,,8.2,6158355,,18.8,,66,,,ON,2021,-2.9,12,6158355.2021.12.18,1.4,TORONTO CITY,,,,-0.8,94,M,0,,18,M,,,2021-12-18 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,7,21.9,,57,,,ON,2021,-5.3,12,6158355.2021.12.19,-2.5,TORONTO CITY,,,,-3.9,79,M,0,,19,M,,,2021-12-19 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,5,18.6,,66,,,ON,2021,-5.3,12,6158355.2021.12.20,4.2,TORONTO CITY,,,,-0.6,78,M,0,,20,M,,,2021-12-20 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,4,15.5,,49,,,ON,2021,0.4,12,6158355.2021.12.21,4.7,TORONTO CITY,,,,2.5,78,M,0,,21,M,,,2021-12-21 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,2,17.3,,57,,,ON,2021,-3.3,12,6158355.2021.12.22,4.6,TORONTO CITY,,,,0.7,72,M,0,,22,M,,,2021-12-22 00:00:00,,,,,
-79.4,43.666666666666664,,4.1,6158355,2,20.4,,51,,,ON,2021,-4.9,12,6158355.2021.12.23,0.1,TORONTO CITY,,,,-2.4,94,M,0,,23,M,,,2021-12-23 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,5,16.1,,83,,,ON,2021,-0.1,12,6158355.2021.12.24,3.8,TORONTO CITY,,,,1.9,92,M,0,,24,M,,,2021-12-24 00:00:00,,,,,
-79.4,43.666666666666664,,4.8,6158355,,12.6,,73,,,ON,2021,3.3,12,6158355.2021.12.25,7.4,TORONTO CITY,,,,5.4,95,M,0,,25,M,,,2021-12-25 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,18.2,,60,,,ON,2021,-4.9,12,6158355.2021.12.26,4.4,TORONTO CITY,,,,-0.2,76,M,0,,26,M,,,2021-12-26 00:00:00,,,,,
-79.4,43.666666666666664,,1.9,6158355,,20,,72,,,ON,2021,-5.3,12,6158355.2021.12.27,1.3,TORONTO CITY,,,,-2,96,M,0,,27,M,,,2021-12-27 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,3,16.5,,58,,,ON,2021,-0.1,12,6158355.2021.12.28,3.1,TORONTO CITY,,,,1.5,96,M,0,,28,M,,,2021-12-28 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,1,16,,77,,,ON,2021,0.7,12,6158355.2021.12.29,3.3,TORONTO CITY,,,,2,94,M,0,,29,M,,,2021-12-29 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,15.4,,69,,,ON,2021,1.7,12,6158355.2021.12.30,3.5,TORONTO CITY,,,,2.6,83,M,0,,30,M,,,2021-12-30 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,13.1,,72,,,ON,2021,2.7,12,6158355.2021.12.31,7.1,TORONTO CITY,,,,4.9,96,M,0,,31,M,,,2021-12-31 00:00:00,,,,,
-79.4,43.666666666666664,,2.4,6158355,,16.5,,76,,,ON,2022,-2.1,1,6158355.2022.1.1,5.1,TORONTO CITY,,,,1.5,97,M,0,,1,M,,,2022-01-01 00:00:00,,,,,
-79.4,43.666666666666664,,2,6158355,3,24.3,,53,,,ON,2022,-10.5,1,6158355.2022.1.2,-2.1,TORONTO CITY,,,,-6.3,84,M,0,,2,M,,,2022-01-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,26.4,,42,,,ON,2022,-12.9,1,6158355.2022.1.3,-4,TORONTO CITY,,,,-8.4,72,M,0,,3,M,,,2022-01-03 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,19.2,,55,,,ON,2022,-5.7,1,6158355.2022.1.4,3.3,TORONTO CITY,,,,-1.2,75,M,0,,4,M,,,2022-01-04 00:00:00,,,,,
-79.4,43.666666666666664,,0.3,6158355,3,17.8,,58,,,ON,2022,-4.5,1,6158355.2022.1.5,4.9,TORONTO CITY,,,,0.2,84,M,0,,5,M,,,2022-01-05 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,21.9,,60,,,ON,2022,-6.3,1,6158355.2022.1.6,-1.5,TORONTO CITY,,,,-3.9,77,M,0,,6,M,,,2022-01-06 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,26.1,,51,,,ON,2022,-11.6,1,6158355.2022.1.7,-4.5,TORONTO CITY,,,,-8.1,82,M,0,,7,M,,,2022-01-07 00:00:00,,,,,
-79.4,43.666666666666664,,0.5,6158355,,23.4,,53,,,ON,2022,-12.6,1,6158355.2022.1.8,1.9,TORONTO CITY,,,,-5.4,84,M,0,,8,M,,,2022-01-08 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,,19.1,,51,,,ON,2022,-6.6,1,6158355.2022.1.9,4.3,TORONTO CITY,,,,-1.1,93,M,0,,9,M,,,2022-01-09 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,,29.8,,48,,,ON,2022,-17.4,1,6158355.2022.1.10,-6.2,TORONTO CITY,,,,-11.8,78,M,0,,10,M,,,2022-01-10 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,28.8,,57,,,ON,2022,-20,1,6158355.2022.1.11,-1.7,TORONTO CITY,,,,-10.8,80,M,0,,11,M,,,2022-01-11 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,17.7,,58,,,ON,2022,-1.7,1,6158355.2022.1.12,2.4,TORONTO CITY,,,,0.3,87,M,0,,12,M,,,2022-01-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,17.4,,65,,,ON,2022,-0.8,1,6158355.2022.1.13,2,TORONTO CITY,,,,0.6,83,M,0,,13,M,,,2022-01-13 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,27.2,,39,,,ON,2022,-18.1,1,6158355.2022.1.14,-0.3,TORONTO CITY,,,,-9.2,67,M,0,,14,M,,,2022-01-14 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,0,34.5,,29,,,ON,2022,-20.4,1,6158355.2022.1.15,-12.6,TORONTO CITY,,,,-16.5,67,M,0,,15,M,,,2022-01-15 00:00:00,,,,,
-79.4,43.666666666666664,,3.1,6158355,0,24.6,,34,,,ON,2022,-13.4,1,6158355.2022.1.16,0.3,TORONTO CITY,,,,-6.6,92,M,0,,16,M,,,2022-01-16 00:00:00,,,,,
-79.4,43.666666666666664,,36.2,6158355,25,21.6,,64,,,ON,2022,-5,1,6158355.2022.1.17,-2.3,TORONTO CITY,,,,-3.6,94,M,0,,17,M,,,2022-01-17 00:00:00,,,,,
-79.4,43.666666666666664,,0.8,6158355,32,23,,54,,,ON,2022,-10.1,1,6158355.2022.1.18,0.2,TORONTO CITY,,,,-5,93,M,0,,18,M,,,2022-01-18 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,30,19.4,,55,,,ON,2022,-7.3,1,6158355.2022.1.19,4.6,TORONTO CITY,,,,-1.4,80,M,0,,19,M,,,2022-01-19 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,24,29.9,,49,,,ON,2022,-16.4,1,6158355.2022.1.20,-7.3,TORONTO CITY,,,,-11.9,70,M,0,,20,M,,,2022-01-20 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,23,31.3,,47,,,ON,2022,-17.7,1,6158355.2022.1.21,-8.9,TORONTO CITY,,,,-13.3,78,M,0,,21,M,,,2022-01-21 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,22,26.1,,63,,,ON,2022,-12.4,1,6158355.2022.1.22,-3.8,TORONTO CITY,,,,-8.1,81,M,0,,22,M,,,2022-01-22 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,20,27.3,,52,,,ON,2022,-14.5,1,6158355.2022.1.23,-4.1,TORONTO CITY,,,,-9.3,78,M,0,,23,M,,,2022-01-23 00:00:00,,,,,
-79.4,43.666666666666664,,4.7,6158355,20,27.2,,62,,,ON,2022,-14.7,1,6158355.2022.1.24,-3.8,TORONTO CITY,,,,-9.2,90,M,0,,24,M,,,2022-01-24 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,24,26.9,,42,,,ON,2022,-12.3,1,6158355.2022.1.25,-5.4,TORONTO CITY,,,,-8.9,79,M,0,,25,M,,,2022-01-25 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,24,29.3,,55,,,ON,2022,-14,1,6158355.2022.1.26,-8.6,TORONTO CITY,,,,-11.3,82,M,0,,26,M,,,2022-01-26 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,20,24,,65,,,ON,2022,-9,1,6158355.2022.1.27,-3.1,TORONTO CITY,,,,-6,81,M,0,,27,M,,,2022-01-27 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,21,27.7,,36,,,ON,2022,-16.2,1,6158355.2022.1.28,-3.2,TORONTO CITY,,,,-9.7,68,M,0,,28,M,,,2022-01-28 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,21,32.2,,26,,,ON,2022,-18.6,1,6158355.2022.1.29,-9.8,TORONTO CITY,,,,-14.2,62,M,0,,29,M,,,2022-01-29 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,21,26.2,,48,,,ON,2022,-12.3,1,6158355.2022.1.30,-4.2,TORONTO CITY,,,,-8.2,65,M,0,,30,M,,,2022-01-30 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,20,21.2,,52,,,ON,2022,-5.7,1,6158355.2022.1.31,-0.7,TORONTO CITY,,,,-3.2,69,M,0,,31,M,,,2022-01-31 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,20,16.6,,52,,,ON,2022,-2.4,2,6158355.2022.2.1,5.3,TORONTO CITY,,,,1.4,68,M,0,,1,M,,,2022-02-01 00:00:00,,,,,
-79.4,43.666666666666664,,12.6,6158355,18,16.9,,59,,,ON,2022,-2.6,2,6158355.2022.2.2,4.8,TORONTO CITY,,,,1.1,93,M,0,,2,M,,,2022-02-02 00:00:00,,,,,
-79.4,43.666666666666664,,3.5,6158355,19,23.9,,63,,,ON,2022,-9.6,2,6158355.2022.2.3,-2.1,TORONTO CITY,,,,-5.9,86,M,0,,3,M,,,2022-02-03 00:00:00,,,,,
-79.4,43.666666666666664,,0.7,6158355,21,28.3,,57,,,ON,2022,-12.1,2,6158355.2022.2.4,-8.5,TORONTO CITY,,,,-10.3,81,M,0,,4,M,,,2022-02-04 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,21,28,,38,,,ON,2022,-13.8,2,6158355.2022.2.5,-6.3,TORONTO CITY,,,,-10,62,M,0,,5,M,,,2022-02-05 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,21,21.1,,52,,,ON,2022,-6.3,2,6158355.2022.2.6,0.2,TORONTO CITY,,,,-3.1,74,M,0,,6,M,,,2022-02-06 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,20,16.9,,58,,,ON,2022,-1,2,6158355.2022.2.7,3.3,TORONTO CITY,,,,1.1,80,M,0,,7,M,,,2022-02-07 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,19,19.5,,54,,,ON,2022,-3.9,2,6158355.2022.2.8,1,TORONTO CITY,,,,-1.5,81,M,0,,8,M,,,2022-02-08 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,18,16.6,,60,,,ON,2022,-2.7,2,6158355.2022.2.9,5.4,TORONTO CITY,,,,1.4,79,M,0,,9,M,,,2022-02-09 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,17,16.1,,61,,,ON,2022,0.3,2,6158355.2022.2.10,3.6,TORONTO CITY,,,,1.9,88,M,0,,10,M,,,2022-02-10 00:00:00,,,,,
-79.4,43.666666666666664,,3.5,6158355,17,16,,64,,,ON,2022,-0.1,2,6158355.2022.2.11,4.1,TORONTO CITY,,,,2,90,M,0,,11,M,,,2022-02-11 00:00:00,,,,,
-79.4,43.666666666666664,,0.6,6158355,14,22.7,,51,,,ON,2022,-12.7,2,6158355.2022.2.12,3.2,TORONTO CITY,,,,-4.7,90,M,0,,12,M,,,2022-02-12 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,14,30,,43,,,ON,2022,-15.6,2,6158355.2022.2.13,-8.3,TORONTO CITY,,,,-12,71,M,0,,13,M,,,2022-02-13 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,14,30.1,,38,,,ON,2022,-15.3,2,6158355.2022.2.14,-8.9,TORONTO CITY,,,,-12.1,65,M,0,,14,M,,,2022-02-14 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,14,24,,48,,,ON,2022,-9.6,2,6158355.2022.2.15,-2.5,TORONTO CITY,,,,-6,71,M,0,,15,M,,,2022-02-15 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,14,15,,49,,,ON,2022,-2.9,2,6158355.2022.2.16,8.9,TORONTO CITY,,,,3,78,M,0,,16,M,,,2022-02-16 00:00:00,,,,,
-79.4,43.666666666666664,,35.8,6158355,4,16.1,,77,,,ON,2022,-4.3,2,6158355.2022.2.17,8,TORONTO CITY,,,,1.9,96,M,0,,17,M,,,2022-02-17 00:00:00,,,,,
-79.4,43.666666666666664,,2.3,6158355,17,24.6,,51,,,ON,2022,-10.3,2,6158355.2022.2.18,-2.9,TORONTO CITY,,,,-6.6,86,M,0,,18,M,,,2022-02-18 00:00:00,,,,,
-79.4,43.666666666666664,,1.5,6158355,16,23.2,,46,,,ON,2022,-9.1,2,6158355.2022.2.19,-1.3,TORONTO CITY,,,,-5.2,95,M,0,,19,M,,,2022-02-19 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,13,18.3,,47,,,ON,2022,-8.1,2,6158355.2022.2.20,7.5,TORONTO CITY,,,,-0.3,71,M,0,,20,M,,,2022-02-20 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,10,14.6,,49,,,ON,2022,0,2,6158355.2022.2.21,6.7,TORONTO CITY,,,,3.4,76,M,0,,21,M,,,2022-02-21 00:00:00,,,,,
-79.4,43.666666666666664,,9.4,6158355,6,13.6,,72,,,ON,2022,-0.1,2,6158355.2022.2.22,9,TORONTO CITY,,,,4.4,98,M,0,,22,M,,,2022-02-22 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,18,,47,,,ON,2022,-9.4,2,6158355.2022.2.23,9.4,TORONTO CITY,,,,0,78,M,0,,23,M,,,2022-02-23 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,26,,46,,,ON,2022,-10.6,2,6158355.2022.2.24,-5.4,TORONTO CITY,,,,-8,60,M,0,,24,M,,,2022-02-24 00:00:00,,,,,
-79.4,43.666666666666664,,4,6158355,4,25.4,,59,,,ON,2022,-9.9,2,6158355.2022.2.25,-4.9,TORONTO CITY,,,,-7.4,86,M,0,,25,M,,,2022-02-25 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,6,24,,51,,,ON,2022,-10.5,2,6158355.2022.2.26,-1.4,TORONTO CITY,,,,-6,79,M,0,,26,M,,,2022-02-26 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,6,20.8,,42,,,ON,2022,-7.2,2,6158355.2022.2.27,1.5,TORONTO CITY,,,,-2.8,74,M,0,,27,M,,,2022-02-27 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,5,24.9,,39,,,ON,2022,-11.1,2,6158355.2022.2.28,-2.7,TORONTO CITY,,,,-6.9,70,M,0,,28,M,,,2022-02-28 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,6,16.3,,60,,,ON,2022,-2.7,3,6158355.2022.3.1,6,TORONTO CITY,,,,1.7,72,M,0,,1,M,,,2022-03-01 00:00:00,,,,,
-79.4,43.666666666666664,,0.5,6158355,4,18.1,,44,,,ON,2022,-4,3,6158355.2022.3.2,3.8,TORONTO CITY,,,,-0.1,90,M,0,,2,M,,,2022-03-02 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,24.5,,39,,,ON,2022,-9.1,3,6158355.2022.3.3,-4,TORONTO CITY,,,,-6.5,64,M,0,,3,M,,,2022-03-03 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,21.3,,30,,,ON,2022,-8.4,3,6158355.2022.3.4,1.8,TORONTO CITY,,,,-3.3,69,M,0,,4,M,,,2022-03-04 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,3,17,,47,,,ON,2022,-1.8,3,6158355.2022.3.5,3.7,TORONTO CITY,,,,1,76,M,0,,5,M,,,2022-03-05 00:00:00,,,,,
-79.4,43.666666666666664,,1.9,6158355,1,7.8,,47,,,ON,2022,3.2,3,6158355.2022.3.6,17.3,TORONTO CITY,,,,10.2,93,M,0,,6,M,,,2022-03-06 00:00:00,,,,,
-79.4,43.666666666666664,,5.4,6158355,1,16.2,,68,,,ON,2022,-0.5,3,6158355.2022.3.7,4.2,TORONTO CITY,,,,1.8,93,M,0,,7,M,,,2022-03-07 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,17.1,,40,,,ON,2022,-2,3,6158355.2022.3.8,3.7,TORONTO CITY,,,,0.9,75,M,0,,8,M,,,2022-03-08 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,15.9,,53,,,ON,2022,-0.2,3,6158355.2022.3.9,4.4,TORONTO CITY,,,,2.1,74,M,0,,9,M,,,2022-03-09 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,16.6,,44,,,ON,2022,-1.2,3,6158355.2022.3.10,3.9,TORONTO CITY,,,,1.4,73,M,0,,10,M,,,2022-03-10 00:00:00,,,,,
-79.4,43.666666666666664,,4.1,6158355,1,19,,66,,,ON,2022,-2.5,3,6158355.2022.3.11,0.4,TORONTO CITY,,,,-1,93,M,0,,11,M,,,2022-03-11 00:00:00,,,,,
-79.4,43.666666666666664,,0.2,6158355,2,22.8,,40,,,ON,2022,-7.9,3,6158355.2022.3.12,-1.8,TORONTO CITY,,,,-4.8,77,M,0,,12,M,,,2022-03-12 00:00:00,,,,,
-79.4,43.666666666666664,,0.4,6158355,2,22,,58,,,ON,2022,-8.9,3,6158355.2022.3.13,0.8,TORONTO CITY,,,,-4,86,M,0,,13,M,,,2022-03-13 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,2,15.7,,62,,,ON,2022,-2.4,3,6158355.2022.3.14,7,TORONTO CITY,,,,2.3,82,M,0,,14,M,,,2022-03-14 00:00:00,,,,,
-79.4,43.666666666666664,,10.8,6158355,1,16,,82,,,ON,2022,0.9,3,6158355.2022.3.15,3,TORONTO CITY,,,,2,95,M,0,,15,M,,,2022-03-15 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,,16.1,,86,,,ON,2022,0.2,3,6158355.2022.3.16,3.5,TORONTO CITY,,,,1.9,98,M,0,,16,M,,,2022-03-16 00:00:00,,,,,
-79.4,43.666666666666664,,0,6158355,1,9.5,,49,,,ON,2022,0.8,3,6158355.2022.3.17,16.1,TORONTO CITY,,,,8.5,98,M,0,,17,M,,,2022-03-17 00:00:00,,,,,
-79.4,43.666666666666664,,0.1,6158355,,5.8,,46,,,ON,2022,8.6,3,6158355.2022.3.18,15.8,TORONTO CITY,,,,12.2,79,M,0,,18,M,,,2022-03-18 00:00:00,,,,,
